@relation 'all_data_pacman-weka.filters.unsupervised.attribute.Remove-R30-31,33'

@attribute position-x numeric
@attribute position-y numeric
@attribute pacman_legal1 {West,Stop,East,North,South,None}
@attribute pacman_legal2 {West,Stop,East,North,South,None}
@attribute pacman_legal3 {West,Stop,East,North,South,None}
@attribute pacman_legal4 {West,Stop,East,North,South,None}
@attribute pacman_mov {West,Stop,East,North,South,None}
@attribute fantasmas numeric
@attribute booleanP {True,False}
@attribute booleanG1 {True,False}
@attribute booleanG2 {True,False}
@attribute booleanG3 {True,False}
@attribute booleanG4 {True,False}
@attribute positiong1-x numeric
@attribute positiong1-y numeric
@attribute positiong2-x numeric
@attribute positiong2-y numeric
@attribute positiong3-x numeric
@attribute positiong3-y numeric
@attribute positiong4-x numeric
@attribute positiong4-y numeric
@attribute ghost1_legal {West,Stop,East,North,South,None}
@attribute ghost2_legal {West,Stop,East,North,South,None}
@attribute ghost3_legal {West,Stop,East,North,South,None}
@attribute ghost4_legal {West,Stop,East,North,South,None}
@attribute distanciaG1 numeric
@attribute distanciaG2 numeric
@attribute distanciaG3 numeric
@attribute distanciaG4 numeric
@attribute score numeric
@attribute pacman_legal {West,Stop,East,North,South,None}

@data
1,7,Stop,North,South,None,None,4,False,True,True,True,True,1,3,2,3,5,9,6,6,Stop,Stop,Stop,Stop,4,5,6,6,-13,South
1,6,Stop,East,North,South,None,4,False,True,True,True,True,1,3,2,3,5,9,6,6,Stop,Stop,Stop,Stop,3,4,7,5,-14,South
1,5,Stop,East,North,South,None,4,False,True,True,True,True,1,3,2,3,5,9,6,6,Stop,Stop,Stop,Stop,2,3,8,6,-15,South
1,4,Stop,East,North,South,None,4,False,True,True,True,True,1,3,2,3,5,9,6,6,Stop,Stop,Stop,Stop,1,2,9,7,-16,South
1,3,Stop,East,North,None,None,4,False,False,True,True,True,1,3,2,3,5,9,6,6,Stop,Stop,Stop,Stop,9999,1,10,8,183,South
2,3,West,Stop,East,North,None,4,False,False,False,True,True,1,1,2,3,5,9,6,6,Stop,Stop,Stop,Stop,9999,9999,9,7,382,East
3,3,West,Stop,East,North,None,4,False,False,False,True,True,1,1,3,1,5,9,6,6,Stop,Stop,Stop,Stop,9999,9999,8,6,381,East
3,4,West,Stop,East,North,South,4,False,False,False,True,True,1,1,3,1,5,9,6,6,Stop,Stop,Stop,Stop,9999,9999,7,5,380,North
4,4,West,Stop,East,North,South,4,False,False,False,True,True,1,1,3,1,5,9,6,6,Stop,Stop,Stop,Stop,9999,9999,6,4,379,East
5,4,West,Stop,North,South,None,4,False,False,False,True,True,1,1,3,1,5,9,6,6,Stop,Stop,Stop,Stop,9999,9999,5,3,378,East
5,5,West,Stop,North,South,None,4,False,False,False,True,True,1,1,3,1,5,9,6,6,Stop,Stop,Stop,Stop,9999,9999,4,2,377,North
5,6,West,Stop,East,North,South,4,False,False,False,True,True,1,1,3,1,5,9,6,6,Stop,Stop,Stop,Stop,9999,9999,3,1,376,North
6,6,West,Stop,East,North,None,4,False,False,False,True,False,1,1,3,1,5,9,6,6,Stop,Stop,Stop,Stop,9999,9999,4,9999,575,East
6,7,West,Stop,North,South,None,4,False,False,False,True,False,1,1,3,1,5,9,7,1,Stop,Stop,Stop,Stop,9999,9999,3,9999,574,North
6,8,West,Stop,North,South,None,4,False,False,False,True,False,1,1,3,1,5,9,7,1,Stop,Stop,Stop,Stop,9999,9999,2,9999,573,North
6,9,West,Stop,North,South,None,4,False,False,False,True,False,1,1,3,1,5,9,7,1,Stop,Stop,Stop,Stop,9999,9999,1,9999,572,North
1,18,Stop,East,South,None,None,4,False,True,True,True,True,1,3,2,3,5,9,6,6,Stop,Stop,Stop,Stop,15,16,13,17,-1,Stop
1,18,Stop,East,South,None,None,4,False,True,True,True,True,1,3,3,3,6,9,6,6,Stop,East,East,Stop,15,17,14,17,-2,Stop
1,17,Stop,North,South,None,None,4,False,True,True,True,True,1,4,2,3,5,9,7,6,North,West,West,East,13,15,12,17,-3,South
1,16,Stop,East,North,South,None,4,False,True,True,True,True,2,4,2,3,6,9,7,6,East,West,East,East,13,14,12,16,-4,South
1,15,Stop,East,North,South,None,4,False,True,True,True,True,2,4,2,4,6,8,7,6,East,North,South,East,12,12,12,15,-5,South
1,14,Stop,East,North,South,None,4,False,True,True,True,True,2,4,1,4,6,9,8,6,East,West,North,East,11,10,10,15,-6,South
1,13,Stop,North,South,None,None,4,False,True,True,True,True,2,5,2,4,6,8,7,6,North,East,South,West,9,10,10,13,-7,South
1,12,Stop,East,North,South,None,4,False,True,True,True,True,2,6,2,4,6,9,6,6,North,East,North,West,7,9,8,11,-8,South
1,11,Stop,North,South,None,None,4,False,True,True,True,True,3,6,2,4,6,8,6,6,East,East,South,West,7,8,8,10,-9,South
1,10,Stop,North,South,None,None,4,False,True,True,True,True,3,5,3,4,6,8,6,6,South,East,South,West,7,8,7,9,-10,South
1,9,Stop,North,South,None,None,4,False,True,True,True,True,3,5,3,3,6,7,6,7,South,South,South,North,6,8,7,7,-11,South
